ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-15,64.33233563018265,36.94675841923621,66.14253265715212,64.33233563018265,64.33233563018265,0.0014716362926313845,0.0014716362926313845,0.0014716362926313845,-0.1853685961815923,-0.1853685961815923,-0.1853685961815923,0.3800539766174851,0.3800539766174851,0.3800539766174851,-0.5668942090917088,-0.5668942090917088,-0.5668942090917088,0.0,0.0,0.0,52.407140885332666
2022-01-16,64.33364810376712,-6.938903882226788,22.416490713106512,64.33364810376712,64.33364810376712,-0.0016874881515270479,-0.0016874881515270479,-0.0016874881515270479,-0.882430220982414,-0.882430220982414,-0.882430220982414,-0.31653368644418406,-0.31653368644418406,-0.31653368644418406,-0.5642090463867028,-0.5642090463867028,-0.5642090463867028,0.0,0.0,0.0,7.563692790955042
2022-01-17,64.3349605773516,11.638726777336723,40.83352123657497,64.3349605773516,64.3349605773516,-0.007414281057535471,-0.007414281057535471,-0.007414281057535471,-0.5826960760065442,-0.5826960760065442,-0.5826960760065442,-0.013663688640895816,-0.013663688640895816,-0.013663688640895816,-0.5616181063081132,-0.5616181063081132,-0.5616181063081132,0.0,0.0,0.0,26.84723149889311
2022-01-18,64.33627305093607,12.200143397090725,41.41611670394984,64.33627305093607,64.33627305093607,-0.014797570123221635,-0.014797570123221635,-0.014797570123221635,-0.5851702471299625,-0.5851702471299625,-0.5851702471299625,-0.011166218522697696,-0.011166218522697696,-0.011166218522697696,-0.559206458484043,-0.559206458484043,-0.559206458484043,0.0,0.0,0.0,26.688600250299068
2022-01-19,64.33758552452055,10.793566477926813,39.719558251319754,64.33758552452055,64.33758552452055,-0.021859307421020636,-0.021859307421020636,-0.021859307421020636,-0.60184515187611,-0.60184515187611,-0.60184515187611,-0.022920502251797516,-0.022920502251797516,-0.022920502251797516,-0.5570653422032916,-0.5570653422032916,-0.5570653422032916,0.0,0.0,0.0,25.616321593173264
2022-01-20,64.33889799810503,12.197012808250124,41.08931909715425,64.33889799810503,64.33889799810503,-0.024867205518571855,-0.024867205518571855,-0.024867205518571855,-0.5970983642968983,-0.5970983642968983,-0.5970983642968983,-0.01694149999959639,-0.01694149999959639,-0.01694149999959639,-0.5552896587787299,-0.5552896587787299,-0.5552896587787299,0.0,0.0,0.0,25.92224724277153
2022-01-21,64.3402104716895,12.541623423365285,42.82799189062357,64.3402104716895,64.3402104716895,-0.02063352663280668,-0.02063352663280668,-0.02063352663280668,-0.5734369302169238,-0.5734369302169238,-0.5734369302169238,0.0011716192417192406,0.0011716192417192406,0.0011716192417192406,-0.5539750228258362,-0.5539750228258362,-0.5539750228258362,0.0,0.0,0.0,27.4451576892931
2022-01-22,64.34152294527398,37.1369208582653,66.83596394069804,64.34152294527398,64.34152294527398,-0.010230571992706635,-0.010230571992706635,-0.010230571992706635,-0.18339103700305343,-0.18339103700305343,-0.18339103700305343,0.3800539766171119,0.3800539766171119,0.3800539766171119,-0.5532144416274588,-0.5532144416274588,-0.5532144416274588,0.0,0.0,0.0,52.541864329984435
2022-01-23,64.34283541885846,-7.515961504487895,22.68303792449488,64.34283541885846,64.34283541885846,7.432788294978437e-05,7.432788294978437e-05,7.432788294978437e-05,-0.8695540675885872,-0.8695540675885872,-0.8695540675885872,-0.31653368644395974,-0.31653368644395974,-0.31653368644395974,-0.5530947090275771,-0.5530947090275771,-0.5530947090275771,0.0,0.0,0.0,8.393261160207066
2022-01-24,64.34414789244292,12.755640144608831,42.77548070841953,64.34414789244292,64.34414789244292,0.002995754830863559,0.002995754830863559,0.002995754830863559,-0.5643605491704001,-0.5643605491704001,-0.5643605491704001,-0.01366368864268322,-0.01366368864268322,-0.01366368864268322,-0.5536926153585805,-0.5536926153585805,-0.5536926153585805,0.0,0.0,0.0,28.03084925196239
2022-01-25,64.3454603660274,12.432398626005558,42.757114611589316,64.3454603660274,64.3454603660274,-0.003226039577656053,-0.003226039577656053,-0.003226039577656053,-0.5694633452917833,-0.5694633452917833,-0.5694633452917833,-0.011166218521064905,-0.011166218521064905,-0.011166218521064905,-0.5550710871930624,-0.5550710871930624,-0.5550710871930624,0.0,0.0,0.0,27.703079251649577
2022-01-26,64.34677283961187,11.476655751254302,41.16948256903669,64.34677283961187,64.34677283961187,-0.01193319803126174,-0.01193319803126174,-0.01193319803126174,-0.5921290800192598,-0.5921290800192598,-0.5921290800192598,-0.02292050225226342,-0.02292050225226342,-0.02292050225226342,-0.5572753797357345,-0.5572753797357345,-0.5572753797357345,0.0,0.0,0.0,26.2451774358842
2022-01-27,64.34808531319635,11.029771618860819,40.99049203498997,64.34808531319635,64.34808531319635,-0.012479110096793462,-0.012479110096793462,-0.012479110096793462,-0.5897500601342384,-0.5897500601342384,-0.5897500601342384,-0.016941500000459894,-0.016941500000459894,-0.016941500000459894,-0.5603294500369852,-0.5603294500369852,-0.5603294500369852,0.0,0.0,0.0,26.398798130215702
2022-01-28,64.34939778678083,13.223920425496525,44.198764388537825,64.34939778678083,64.34939778678083,0.0008286798841329419,0.0008286798841329419,0.0008286798841329419,-0.5622323415071163,-0.5622323415071163,-0.5622323415071163,0.0011716192417294963,0.0011716192417294963,0.0011716192417294963,-0.5642326406329788,-0.5642326406329788,-0.5642326406329788,0.0,0.0,0.0,28.170085194546193
